Volcano_ID,Volcano_Name,Volcano_Image,Volcano_Type,Country,epoch_period,Latitude,Longitude
634,Erebus,https://volcano.si.edu/gallery/photos/GVP-06166.jpg,Stratovolcano,Antarctica,holocene,77.53°S,167.17°E
635,Erkeshan,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),China,pleistocene,48.056°N,126.261°E
636,Ernici  Monti,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Italy,pleistocene,41.58°N,13.33°E
637,Erta Ale,https://volcano.si.edu/gallery/photos/GVP-09909.jpg,Shield,Ethiopia,holocene,13.6°N,40.67°E
638,Eríksjokull,https://volcano.si.edu/includes/images/noimage.jpg,Tuya,Iceland,pleistocene,64.77°N,20.4°W
639,Esan,https://volcano.si.edu/gallery/photos/GVP-05673.jpg,Lava dome(s),Japan,holocene,41.805°N,141.166°E
640,Esan Maruyama,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,41.849°N,141.097°E
641,Escala,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Bolivia,pleistocene,21.6°S,66.88°W
642,Escanaba Segment,https://volcano.si.edu/gallery/photos/GVP-11888.jpg,Submarine,Undersea Features,holocene,40.98°N,127.5°W
643,Escondido  El,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Colombia,pleistocene,5.514°N,75.043°W
644,Esjufjoll,https://volcano.si.edu/gallery/photos/GVP-07538.jpg,Stratovolcano,Iceland,holocene,64.25°N,16.583°W
645,Esmeralda Bank,https://volcano.si.edu/gallery/photos/GVP-11694.jpg,Submarine,United States,holocene,15°N,145.25°E
646,Espenberg,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,66.35°N,164.33°W
647,Est  Ile de l',https://volcano.si.edu/gallery/photos/GVP-11206.jpg,Stratovolcano,France,holocene,46.43°S,52.2°E
648,Esteli,https://volcano.si.edu/gallery/photos/GVP-11470.jpg,Fissure vent(s),Nicaragua,holocene,13.17°N,86.4°W
649,Etna,https://volcano.si.edu/gallery/photos/GVP-01552.jpg,Stratovolcano(es),Italy,holocene,37.748°N,14.999°E
650,Etopan,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,55.97°N,157.63°E
651,Etorofu-Atosanupuri [Atosanupuri],https://volcano.si.edu/gallery/photos/GVP-10807.jpg,Stratovolcano,Japan,holocene,44.808°N,147.131°E
652,Etorofu-Yakeyama [Grozny Group],https://volcano.si.edu/gallery/photos/GVP-10814.jpg,Complex(es),Japan,holocene,45.012°N,147.871°E
653,Etrusk,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Turkey,pleistocene,39.032°N,43.66°E
654,Eyjafjallajokull,https://volcano.si.edu/gallery/photos/GVP-07545.jpg,Stratovolcano,Iceland,holocene,63.633°N,19.633°W
655,Falso Azufre,https://volcano.si.edu/gallery/photos/GVP-12537.jpg,Complex,Chile,holocene,26.8°S,68.37°W
656,Fanjiatung Group,https://volcano.si.edu/includes/images/noimage.jpg,Cone(s),China,pleistocene,43.75°N,125.17°E
657,Farallon de Pajaros,https://volcano.si.edu/gallery/photos/GVP-02102.jpg,Stratovolcano,United States,holocene,20.546°N,144.893°E
658,Fatmalapa,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Vanuatu,pleistocene,17.57°S,168.37°E
659,Fatu Hiva,https://volcano.si.edu/includes/images/noimage.jpg,Shield,France,pleistocene,10.47°S,138.65°W
660,Favenc,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,pleistocene,6.97°S,144.68°E
661,Fayal,https://volcano.si.edu/gallery/photos/GVP-06104.jpg,Stratovolcano,Portugal,holocene,38.576°N,28.713°W
662,Fedotych,https://volcano.si.edu/gallery/photos/GVP-12630.jpg,Shield,Russia,pleistocene,57.13°N,160.4°E
663,Feinga Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Tonga,pleistocene,20.154°S,175.163°W
664,Fentale,https://volcano.si.edu/gallery/photos/GVP-12075.jpg,Stratovolcano,Ethiopia,holocene,8.975°N,39.93°E
665,Fernandina,https://volcano.si.edu/gallery/photos/GVP-06278.jpg,Shield,Ecuador,holocene,0.37°S,91.55°W
666,Filicudi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Italy,pleistocene,38.58°N,14.55°E
667,Finini,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,pleistocene,11.98°N,41.35°E
668,Firura  Nevados,https://volcano.si.edu/gallery/photos/GVP-04756.jpg,Stratovolcano(es),Peru,pleistocene,15.23°S,72.63°W
669,Fisher,https://volcano.si.edu/gallery/photos/GVP-05371.jpg,Stratovolcano,United States,holocene,54.65°N,164.43°W
670,Fjallgardar Ridge,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent(s),Iceland,pleistocene,65.5°N,15.67°W
671,Floreana,https://volcano.si.edu/gallery/photos/GVP-10178.jpg,Shield,Ecuador,pleistocene,1.3°S,90.45°W
672,Flores,https://volcano.si.edu/gallery/photos/GVP-07776.jpg,Volcanic field,Guatemala,holocene,14.308°N,89.992°W
673,Flores,https://volcano.si.edu/gallery/photos/GVP-12001.jpg,Stratovolcano(es),Portugal,holocene,39.462°N,31.216°W
674,Flores  Los,https://volcano.si.edu/gallery/photos/GVP-08599.jpg,Volcanic field,Mexico,pleistocene,22.58°N,99.38°W
675,Fogo,https://volcano.si.edu/gallery/photos/GVP-09516.jpg,Stratovolcano,Cape Verde,holocene,14.95°N,24.35°W
676,Fonuafo'ou,https://volcano.si.edu/gallery/photos/GVP-10788.jpg,Submarine,Tonga,holocene,20.32°S,175.42°W
677,Fonualei,https://volcano.si.edu/gallery/photos/GVP-10790.jpg,Stratovolcano,Tonga,holocene,18.023°S,174.317°W
678,Forecast Seamount,https://volcano.si.edu/gallery/photos/GVP-11866.jpg,Submarine,United States,holocene,13.4°N,143.92°E
679,Fort Portal,https://volcano.si.edu/gallery/photos/GVP-12069.jpg,Tuff cone(s),Uganda,holocene,0.7°N,30.25°E
680,Fort Rock Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Maar(s),United States,pleistocene,43.392°N,121.142°W
681,Fort Selkirk,https://volcano.si.edu/gallery/photos/GVP-10149.jpg,Volcanic field,Canada,holocene,62.93°N,137.38°W
682,Foundland,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Dominica,pleistocene,15.27°N,61.28°W
683,Four Craters Lava Field,https://volcano.si.edu/gallery/photos/GVP-08848.jpg,Volcanic field,United States,pleistocene,43.361°N,120.669°W
684,Fournaise  Piton de la,https://volcano.si.edu/gallery/photos/GVP-00308.jpg,Shield,France,holocene,21.244°S,55.708°E
685,Fourpeaked,https://volcano.si.edu/gallery/photos/GVP-11835.jpg,Stratovolcano,United States,holocene,58.77°N,153.672°W
686,Fox,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Australia,pleistocene,18.85°S,145.8°E
687,Franklin Island,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Antarctica,pleistocene,76.17°S,168.38°E
688,Fremrinamar,https://volcano.si.edu/gallery/photos/GVP-05180.jpg,Stratovolcano,Iceland,holocene,65.416°N,16.666°W
689,Frosty,https://volcano.si.edu/gallery/photos/GVP-09871.jpg,Stratovolcano(es),United States,holocene,55.067°N,162.835°W
690,Fuego,https://volcano.si.edu/gallery/photos/GVP-03903.jpg,Stratovolcano(es),Guatemala,holocene,14.473°N,90.88°W
691,Fueguino,https://volcano.si.edu/gallery/photos/GVP-11599.jpg,Lava dome(s),Chile,holocene,54.97°S,70.262°W
692,Fuerteventura,https://volcano.si.edu/gallery/photos/GVP-10416.jpg,Fissure vent(s),Spain,holocene,28.358°N,14.02°W
693,Fuji Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),United States,pleistocene,43.659°N,122.103°W
694,Fujisan,https://volcano.si.edu/gallery/photos/GVP-02009.jpg,Stratovolcano,Japan,holocene,35.361°N,138.728°E
695,Fukue,https://volcano.si.edu/gallery/photos/GVP-11042.jpg,Shield(s),Japan,holocene,32.657°N,128.849°E
696,Fukujin,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,United States,holocene,21.93°N,143.47°E
697,Fukutoku-Oka-no-Ba,https://volcano.si.edu/gallery/photos/GVP-02098.jpg,Submarine,Japan,holocene,24.285°N,141.481°E
698,Fumarole Butte,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,pleistocene,39.616°N,112.803°W
699,Funagata,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,pleistocene,38.453°N,140.623°E
700,Furnas,https://volcano.si.edu/gallery/photos/GVP-06227.jpg,Stratovolcano,Portugal,holocene,37.77°N,25.32°W
701,Fuss Peak,https://volcano.si.edu/gallery/photos/GVP-09163.jpg,Stratovolcano,Russia,holocene,50.267°N,155.246°E
702,Futago,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Japan,pleistocene,33.58°N,131.604°E
703,Futamata,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,37.243°N,139.97°E
704,Gabillema,https://volcano.si.edu/gallery/photos/GVP-11171.jpg,Stratovolcano,Ethiopia,holocene,11.08°N,41.27°E
705,Gad Elu,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,pleistocene,12.408°N,41.06°E
706,Gada Ale,https://volcano.si.edu/gallery/photos/GVP-09905.jpg,Stratovolcano,Ethiopia,holocene,13.975°N,40.408°E
707,Gademota Caldera,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Ethiopia,pleistocene,7.88°N,38.6°E
708,Gaesafjoll,https://volcano.si.edu/includes/images/noimage.jpg,Tuya,Iceland,pleistocene,65.775°N,16.88°W
709,Gaeta Bay Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Italy,pleistocene,40.978°N,13.663°E
710,Gajajima,https://volcano.si.edu/gallery/photos/GVP-11797.jpg,Stratovolcano,Japan,pleistocene,29.904°N,129.541°E
711,Galan  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Argentina,pleistocene,25.93°S,66.92°W
712,Galapagos Rift,https://volcano.si.edu/gallery/photos/GVP-11883.jpg,Submarine,Undersea Features,holocene,0.792°N,86.15°W
713,Galeras,https://volcano.si.edu/gallery/photos/GVP-04376.jpg,Complex,Colombia,holocene,1.22°N,77.37°W
714,Gallego,https://volcano.si.edu/gallery/photos/GVP-11103.jpg,Volcanic field,Solomon Islands,holocene,9.35°S,159.73°E
715,Galunggung,https://volcano.si.edu/gallery/photos/GVP-01061.jpg,Stratovolcano,Indonesia,holocene,7.25°S,108.058°E
716,Gamalama,https://volcano.si.edu/gallery/photos/GVP-05821.jpg,Stratovolcano(es),Indonesia,holocene,0.8°N,127.33°E
717,Gamble,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Undersea Features,pleistocene,27.2°S,177.41°W
718,Gamchen,https://volcano.si.edu/gallery/photos/GVP-10354.jpg,Complex,Russia,holocene,54.974°N,160.703°E
719,Gamkonora,https://volcano.si.edu/gallery/photos/GVP-01287.jpg,Stratovolcano,Indonesia,holocene,1.38°N,127.53°E
720,Gandom Beryan,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Iran,pleistocene,31.343°N,57.517°E
721,Gankyoji,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,36.054°N,136.743°E
722,Ganto-Kamuro,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,pleistocene,38.196°N,140.48°E
723,Gaojianshi,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,China,pleistocene,17°N,112.5°E
724,Gareloi,https://volcano.si.edu/gallery/photos/GVP-12000.jpg,Stratovolcano,United States,holocene,51.79°N,178.794°W
725,Garibaldi,https://volcano.si.edu/gallery/photos/GVP-02713.jpg,Stratovolcano,Canada,holocene,49.85°N,123°W
726,Garibaldi Lake,https://volcano.si.edu/gallery/photos/GVP-02714.jpg,Volcanic field,Canada,holocene,49.933°N,123°W
727,Garove,https://volcano.si.edu/gallery/photos/GVP-11522.jpg,Stratovolcano,Papua New Guinea,holocene,4.687°S,149.511°E
728,Garu  Morne,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Saint Vincent and the Grenadines,pleistocene,13.292°N,61.2°W
729,Garua Harbour,https://volcano.si.edu/gallery/photos/GVP-11120.jpg,Volcanic field,Papua New Guinea,holocene,5.3°S,150.07°E
730,Gassan,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,38.546°N,140.03°E
731,Gate Mountains,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Philippines,pleistocene,12.6°N,123.997°E
732,Gaua,https://volcano.si.edu/gallery/photos/GVP-08533.jpg,Stratovolcano,Vanuatu,holocene,14.27°S,167.5°E
733,Gaussberg,https://volcano.si.edu/includes/images/noimage.jpg,Cone,Antarctica,pleistocene,66.78°S,89.3°E
734,Gavilantepeque  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Honduras,pleistocene,14°N,87.18°W
735,Gedamsa,https://volcano.si.edu/gallery/photos/GVP-11161.jpg,Caldera,Ethiopia,holocene,8.357°N,39.188°E
736,Gede,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,pleistocene,5.93°S,106.07°E
737,Gede-Pangrango,https://volcano.si.edu/gallery/photos/GVP-12032.jpg,Stratovolcano(es),Indonesia,holocene,6.786°S,106.983°E
738,Gelai,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Tanzania,pleistocene,2.6°S,36.1°E
739,Gemelos-Saladillo,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Argentina,pleistocene,24.75°S,66.17°W
740,Genovesa,https://volcano.si.edu/gallery/photos/GVP-11032.jpg,Shield,Ecuador,holocene,0.32°N,89.958°W
741,Geodesistov,https://volcano.si.edu/gallery/photos/GVP-12624.jpg,Shield,Russia,pleistocene,56.33°N,158.67°E
742,Geronimo,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,32.5°N,109.25°W
743,Gertrude Creek,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,United States,pleistocene,58.034°N,156.146°W
744,Getsuyo Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Japan,pleistocene,29.306°N,140.471°E
745,Geureudong,https://volcano.si.edu/gallery/photos/GVP-12034.jpg,Stratovolcano,Indonesia,pleistocene,4.813°N,96.82°E
746,Geureugoh,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent(s),Indonesia,pleistocene,5.15°N,96.67°E
747,Geysir,https://volcano.si.edu/gallery/photos/GVP-12056.jpg,Stratovolcano,Iceland,pleistocene,64.32°N,20.3°W
748,Gharyan Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Libya,pleistocene,32°N,13.25°E
749,Ghegham Volcanic Ridge,https://volcano.si.edu/gallery/photos/GVP-11105.jpg,Volcanic field,Armenia,holocene,40.283°N,45°E
750,Giggenbach,https://volcano.si.edu/gallery/photos/GVP-11872.jpg,Submarine,New Zealand,holocene,30.036°S,178.712°W
751,Gilbert,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,pleistocene,54.25°N,165.65°W
752,Gilibanta,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano?,Indonesia,pleistocene,8.42°S,119.32°E
753,Giljanes,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,pleistocene,34.775°S,178.579°E
754,Giluwe,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Papua New Guinea,pleistocene,6.05°S,143.88°E
755,Girekol,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Turkey,pleistocene,39.104°N,43.426°E
756,Glacier Peak,https://volcano.si.edu/gallery/photos/GVP-02762.jpg,Stratovolcano,United States,holocene,48.112°N,121.113°W
757,Gloria  La,https://volcano.si.edu/gallery/photos/GVP-08582.jpg,Volcanic field,Mexico,holocene,19.33°N,97.25°W
758,Goat Rocks,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,pleistocene,46.5°N,121.4°W
759,Golaya,https://volcano.si.edu/gallery/photos/GVP-11314.jpg,Stratovolcano,Russia,pleistocene,52.263°N,157.787°E
760,Golden Trout Creek,https://volcano.si.edu/gallery/photos/GVP-10244.jpg,Volcanic field,United States,pleistocene,36.358°N,118.32°W
761,Gollu Dag,https://volcano.si.edu/gallery/photos/GVP-12567.jpg,Lava dome,Turkey,holocene,38.25°N,34.57°E
762,Goodenough,https://volcano.si.edu/gallery/photos/GVP-10770.jpg,Volcanic field,Papua New Guinea,holocene,9.358°S,150.246°E
763,Goose Nest,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,pleistocene,42.788°N,122.154°W
764,Goosenest,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,pleistocene,41.722°N,122.22°W
765,Gora Desantnaya,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,pleistocene,46.192°N,150.369°E
766,Gordon,https://volcano.si.edu/gallery/photos/GVP-09452.jpg,Pyroclastic cone(s),United States,pleistocene,62.13°N,143.08°W
767,Gorely,https://volcano.si.edu/gallery/photos/GVP-02309.jpg,Caldera,Russia,holocene,52.559°N,158.03°E
768,Gorny Institute,https://volcano.si.edu/gallery/photos/GVP-11777.jpg,Stratovolcano,Russia,holocene,57.33°N,160.2°E
769,Gough Island,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United Kingdom,pleistocene,40.32°S,9.93°W
770,Graciosa,https://volcano.si.edu/gallery/photos/GVP-12002.jpg,Stratovolcano,Portugal,holocene,39.02°N,27.97°W
771,Gran Canaria,https://volcano.si.edu/gallery/photos/GVP-08898.jpg,Fissure vent(s),Spain,holocene,28°N,15.58°W
772,Granada,https://volcano.si.edu/gallery/photos/GVP-08233.jpg,Fissure vent(s),Nicaragua,holocene,11.9°N,85.979°W
773,Grand Bonhomme,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Saint Vincent and the Grenadines,pleistocene,13.22°N,61.208°W
774,Grande  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent(s),United States,pleistocene,43.45°N,112.83°W
775,Grande  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Mexico,pleistocene,19.62°N,97.93°W
776,Great Sitkin,https://volcano.si.edu/gallery/photos/GVP-08562.jpg,Stratovolcano,United States,holocene,52.076°N,176.13°W
777,Grensdalur,https://volcano.si.edu/gallery/photos/GVP-12085.jpg,Stratovolcano,Iceland,pleistocene,64.02°N,21.17°W
778,Griggs,https://volcano.si.edu/gallery/photos/GVP-05321.jpg,Stratovolcano,United States,holocene,58.354°N,155.092°W
779,Grille  La,https://volcano.si.edu/gallery/photos/GVP-10455.jpg,Shield,Comoros,holocene,11.47°S,43.33°E
780,Grimsnes,https://volcano.si.edu/gallery/photos/GVP-12065.jpg,Crater rows,Iceland,holocene,64.05°N,20.883°W
781,Grimsvotn,https://volcano.si.edu/gallery/photos/GVP-11195.jpg,Caldera,Iceland,holocene,64.416°N,17.316°W
782,Groppo,https://volcano.si.edu/gallery/photos/GVP-12572.jpg,Volcanic field,Ethiopia,holocene,11.816°N,40.242°E
783,Guadalupe,https://volcano.si.edu/gallery/photos/GVP-09371.jpg,Shield,Mexico,holocene,29.07°N,118.28°W
784,Guagua Pichincha,https://volcano.si.edu/gallery/photos/GVP-11665.jpg,Stratovolcano,Ecuador,holocene,0.171°S,78.598°W
785,Guallatiri,https://volcano.si.edu/gallery/photos/GVP-11229.jpg,Stratovolcano,Chile,holocene,18.42°S,69.092°W
786,Guayaques,https://volcano.si.edu/gallery/photos/GVP-11124.jpg,Lava dome(s),Chile,holocene,22.895°S,67.566°W
787,Guazapa,https://volcano.si.edu/gallery/photos/GVP-07243.jpg,Stratovolcano,El Salvador,holocene,13.9°N,89.12°W
788,Gufa,https://volcano.si.edu/gallery/photos/GVP-11217.jpg,Volcanic field,Eritrea,holocene,12.55°N,42.53°E
789,Guguan,https://volcano.si.edu/gallery/photos/GVP-09950.jpg,Stratovolcano,United States,holocene,17.307°N,145.845°E
790,Guistepeque Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Guatemala,pleistocene,14.5°N,89.733°W
791,Guntur,https://volcano.si.edu/gallery/photos/GVP-01057.jpg,Complex,Indonesia,holocene,7.143°S,107.841°E
792,Gunungapi Wetar,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,holocene,6.642°S,126.65°E
793,Gölcük,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Turkey,pleistocene,37.72°N,30.492°E
794,Hachijojima,https://volcano.si.edu/gallery/photos/GVP-08944.jpg,Stratovolcano(es),Japan,holocene,33.137°N,139.766°E
795,Hachimantai,https://volcano.si.edu/gallery/photos/GVP-08916.jpg,Stratovolcano,Japan,holocene,39.958°N,140.854°E
796,Hackamore,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,41.67°N,121.17°W
797,Hagen,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Papua New Guinea,pleistocene,5.77°S,144.03°E
798,Hainan Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-12558.jpg,Pyroclastic cone(s),China,holocene,19.905°N,110.229°E
799,Hakkodasan,https://volcano.si.edu/gallery/photos/GVP-05677.jpg,Stratovolcano(es),Japan,holocene,40.659°N,140.877°E
800,Hakodateyama,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,41.757°N,140.708°E
801,Hakoneyama,https://volcano.si.edu/gallery/photos/GVP-01411.jpg,Complex,Japan,holocene,35.233°N,139.021°E
802,Hakusan,https://volcano.si.edu/gallery/photos/GVP-05811.jpg,Stratovolcano,Japan,holocene,36.155°N,136.771°E
803,Haleakala,https://volcano.si.edu/gallery/photos/GVP-03603.jpg,Shield,United States,holocene,20.708°N,156.25°W
804,Halimun,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,6.72°S,106.45°E
805,Halimun-Talaga,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,6.846°S,106.563°E
